Trade Date/Time,CUSIP *,Security Description *,Coupon(%),MaturityDate,Price (%),Yield (%),Calculation/ Date & Price (%),TradeAmount($),SpecialCondition
04/04/2019 04:08 PM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.399,1.62,"07/01/2021
@ 100","115,000",Inter-dealer trade,-
04/04/2019 11:10 AM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.464,1.592,"07/01/2021
@ 100","50,000",Customer bought,-
04/04/2019 09:42 AM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.564,1.548,"07/01/2021
@ 100","65,000",Customer bought,-
04/01/2019 10:40 AM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.546,1.564,"07/01/2021
@ 100","35,000",Inter-dealer trade,
04/01/2019 10:40 AM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.546,1.564,"07/01/2021
@ 100","35,000",Inter-dealer trade,-
04/01/2019 10:40 AM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,108.796,1.025,"07/01/2021
@ 100","35,000",Customer bought,-
04/01/2019 06:00 PM,691582FP0,OXFORD MASS / MUN PURP LN BDS 2008,4,06/15/2021,102.306,-24.663,"05/01/2019
@ 100","20,000",Customer bought,-
04/01/2019 11:40 AM,691582FP0,OXFORD MASS / MUN PURP LN BDS 2008,4,06/15/2021,100.675,-4.571,"05/01/2019
@ 100","20,000",Customer sold,-
04/01/2019 11:40 AM,691582FP0,OXFORD MASS / MUN PURP LN BDS 2008,4,06/15/2021,101.175,-10.798,"05/01/2019
@ 100","20,000",Inter-dealer trade,
04/01/2019 11:40 AM,691582FP0,OXFORD MASS / MUN PURP LN BDS 2008,4,06/15/2021,101.3,-12.345,"05/01/2019
@ 100","20,000",Inter-dealer trade,
04/10/2019 09:57 AM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.093,2.15,"05/01/2025
@ 100","100,000",Inter-dealer trade,-
04/10/2019 09:53 AM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.593,2.069,"05/01/2025
@ 100","100,000",Customer bought,-
04/03/2019 04:25 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.141,2.15,"05/01/2025
@ 100","200,000",Customer bought,-
04/03/2019 03:17 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.641,2.069,"05/01/2025
@ 100","100,000",Customer bought,-
04/03/2019 03:17 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.641,2.069,"05/01/2025
@ 100","200,000",Customer bought,-
04/03/2019 03:16 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.141,2.15,"05/01/2025
@ 100","300,000",Inter-dealer trade,-
04/03/2019 01:07 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.641,2.069,"05/01/2025
@ 100","100,000",Customer bought,-
04/03/2019 01:07 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.641,2.069,"05/01/2025
@ 100","150,000",Customer bought,-
04/03/2019 01:07 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.641,2.069,"05/01/2025
@ 100","150,000",Customer bought,-
04/03/2019 01:06 PM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,116.141,2.15,"05/01/2025
@ 100","400,000",Inter-dealer trade,-
04/25/2019 11:06 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.621,1.67,"08/01/2023
@ 100","80,000",Customer bought,-
04/11/2019 04:33 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.831,1.65,"08/01/2023
@ 100","100,000",Inter-dealer trade,
04/11/2019 04:33 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.931,1.628,"08/01/2023
@ 100","100,000",Customer bought,-
04/10/2019 12:24 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.943,1.408,"08/01/2023
@ 100","100,000",Customer bought,-
04/10/2019 10:22 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.715,1.684,"08/01/2023
@ 100","40,000",Customer sold,
04/10/2019 10:22 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.715,1.684,"08/01/2023
@ 100","60,000",Customer sold,
04/10/2019 10:22 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.715,1.684,"08/01/2023
@ 100","100,000",Inter-dealer trade,-
04/05/2019 12:21 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.092,1.603,"08/01/2023
@ 100","245,000",Inter-dealer trade,
04/05/2019 12:21 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.142,1.592,"08/01/2023
@ 100","245,000",Inter-dealer trade,
04/05/2019 12:21 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.58,1.495,"08/01/2023
@ 100","245,000",Customer bought,-
04/04/2019 03:38 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,113.936,1.64,"08/01/2023
@ 100","415,000",Customer bought,-
04/02/2019 03:42 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.105,1.61,"08/01/2023
@ 100","765,000",Customer sold,-
04/02/2019 10:37 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,115.15,1.379,"08/01/2023
@ 100","50,000",Customer bought,-
04/26/2019 02:20 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,81,-,-,"20,000",Customer bought,-
04/25/2019 11:50 AM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,79.625,-,-,"20,000",Inter-dealer trade,
04/25/2019 11:50 AM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,79.75,-,-,"20,000",Inter-dealer trade,
04/24/2019 12:41 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,79.5,-,-,"25,000",Customer sold,-
04/24/2019 12:41 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,79.75,-,-,"25,000",Customer bought,-
04/23/2019 01:17 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,77.625,-,-,"20,000",Inter-dealer trade,
04/23/2019 01:17 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,77.75,-,-,"20,000",Inter-dealer trade,
04/17/2019 03:57 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,76.774,-,-,"20,000",Inter-dealer trade,
04/17/2019 03:57 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,76.899,-,-,"20,000",Inter-dealer trade,
04/10/2019 02:01 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,77.25,-,-,"110,000",Customer bought,-
04/10/2019 01:55 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,76.055,-,-,"110,000",Customer sold,-
04/10/2019 01:55 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,76.305,-,-,"110,000",Inter-dealer trade,
04/10/2019 01:55 PM,74526QUZ3,PUERTO RICO ELEC PWR AUTH PWR REV / PWR REV BDS SERIES WW,5.375,07/01/2023,76.355,-,-,"110,000",Inter-dealer trade,
04/29/2019 03:19 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,77.36,-,-,"35,000",Customer sold,-
04/29/2019 02:58 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,80.5,-,-,"35,000",Customer bought,-
04/29/2019 02:28 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,78.46,-,-,"35,000",Inter-dealer trade,
04/29/2019 02:28 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,78.86,-,-,"35,000",Inter-dealer trade,
04/24/2019 04:48 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,78.5,-,-,"10,000",Inter-dealer trade,
04/24/2019 04:48 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,78.75,-,-,"25,000",Inter-dealer trade,
04/24/2019 04:48 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,78.5,-,-,"15,000",Inter-dealer trade,
04/24/2019 12:34 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,79.75,-,-,"1,000,000",Customer sold,-
04/12/2019 01:35 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,73.64,-,-,"10,000",Inter-dealer trade,
04/12/2019 01:35 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,73.89,-,-,"10,000",Inter-dealer trade,
04/12/2019 01:35 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,73.64,-,-,"10,000",Customer sold,
04/10/2019 01:57 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,77.25,-,-,"265,000",Customer bought,-
04/10/2019 01:54 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,76.055,-,-,"265,000",Customer sold,-
04/10/2019 01:54 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,76.305,-,-,"265,000",Inter-dealer trade,
04/10/2019 01:54 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,76.355,-,-,"265,000",Inter-dealer trade,
04/10/2019 08:11 AM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,76.5,-,-,"15,000",Inter-dealer trade,
04/10/2019 08:11 AM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,76.25,-,-,"15,000",Inter-dealer trade,
04/09/2019 01:18 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,73.562,-,-,"25,000",Customer bought,
04/09/2019 01:18 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,73.437,-,-,"25,000",Customer sold,
04/03/2019 09:45 AM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,71.5,-,-,"50,000",Customer bought,-
04/01/2019 02:34 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,68.4,-,-,"25,000",Customer sold,-
04/01/2019 02:24 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,68.75,-,-,"25,000",Inter-dealer trade,
04/01/2019 02:23 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,69,-,-,"25,000",Inter-dealer trade,
04/01/2019 10:32 AM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,68.875,-,-,"25,000",Inter-dealer trade,
04/01/2019 10:32 AM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,69,-,-,"25,000",Inter-dealer trade,
04/30/2019 11:10 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.731,1.601,"10/01/2020
@ 100","175,000",Customer bought,-
04/24/2019 03:33 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.623,1.714,"10/01/2020
@ 100","10,000",Customer bought,-
04/24/2019 01:27 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.582,1.742,"10/01/2020
@ 100","690,000",Inter-dealer trade,
04/24/2019 01:23 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.582,1.742,"10/01/2020
@ 100","690,000",Inter-dealer trade,-
04/24/2019 01:23 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.618,1.717,"10/01/2020
@ 100","690,000",Customer bought,-
04/11/2019 10:57 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.695,1.731,"10/01/2020
@ 100","35,000",Inter-dealer trade,
04/11/2019 10:53 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.795,1.664,"10/01/2020
@ 100","35,000",Inter-dealer trade,-
04/11/2019 10:53 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.795,1.664,"10/01/2020
@ 100","35,000",Customer bought,
04/11/2019 08:41 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.925,1.577,"10/01/2020
@ 100","50,000",Customer bought,-
04/10/2019 02:07 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.693,1.751,"10/01/2020
@ 100","125,000",Inter-dealer trade,-
04/10/2019 02:07 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.943,1.583,"10/01/2020
@ 100","125,000",Customer bought,-
04/03/2019 11:32 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.8,1.721,"10/01/2020
@ 100","25,000",Inter-dealer trade,-
04/03/2019 11:23 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.8,1.721,"10/01/2020
@ 100","25,000",Customer bought,
04/03/2019 10:02 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.829,1.701,"10/01/2020
@ 100","75,000",Inter-dealer trade,
04/03/2019 10:02 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.829,1.701,"10/01/2020
@ 100","200,000",Inter-dealer trade,
04/03/2019 09:59 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.842,1.693,"10/01/2020
@ 100","200,000",Customer bought,-
04/03/2019 09:59 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.863,1.679,"10/01/2020
@ 100","75,000",Customer bought,-
04/02/2019 02:57 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.809,1.721,"10/01/2020
@ 100","430,000",Customer bought,-
04/02/2019 02:50 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.984,1.605,"10/01/2020
@ 100","20,000",Customer bought,-
04/02/2019 09:08 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,105.084,1.539,"10/01/2020
@ 100","95,000",Customer bought,-
04/02/2019 08:49 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.838,1.701,"10/01/2020
@ 100","245,000",Inter-dealer trade,
04/02/2019 08:44 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.838,1.701,"10/01/2020
@ 100","245,000",Inter-dealer trade,-
04/02/2019 08:44 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.838,1.701,"10/01/2020
@ 100","245,000",Customer bought,
04/01/2019 08:41 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.867,1.688,"10/01/2020
@ 100","10,000",Inter-dealer trade,
04/01/2019 08:41 AM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.967,1.622,"10/01/2020
@ 100","10,000",Customer bought,-
04/30/2019 04:33 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.926,1.901,"07/15/2025
@ 100","100,000",Customer bought,-
04/17/2019 08:14 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.579,2.14,"07/15/2025
@ 100","1,615,000",Customer bought,-
04/15/2019 03:06 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,86.72,2.295,"07/15/2025
@ 100","100,000",Customer sold,-
04/15/2019 03:06 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,86.97,2.248,"07/15/2025
@ 100","100,000",Inter-dealer trade,
04/15/2019 03:06 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.03,2.237,"07/15/2025
@ 100","100,000",Inter-dealer trade,
04/11/2019 09:41 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.488,2.15,"07/15/2025
@ 100","5,000,000",Customer bought,-
04/10/2019 11:15 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.949,1.88,"07/15/2025
@ 100","50,000",Customer bought,-
04/10/2019 11:15 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.949,1.88,"07/15/2025
@ 100","100,000",Customer bought,-
04/10/2019 10:59 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.744,2.1,"07/15/2025
@ 100","150,000",Inter-dealer trade,
04/10/2019 10:53 AM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.694,2.109,"07/15/2025
@ 100","150,000",Inter-dealer trade,
04/02/2019 12:20 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.664,1.925,"07/15/2025
@ 100","95,000",Customer bought,-
04/02/2019 12:19 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.004,2.045,"07/15/2025
@ 100","95,000",Inter-dealer trade,
04/02/2019 12:19 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.879,2.068,"07/15/2025
@ 100","95,000",Inter-dealer trade,
04/01/2019 02:58 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,87.544,2.128,"07/15/2025
@ 100","200,000",Customer sold,-
04/17/2019 09:55 AM,64966L2M2,THE CITY OF NEW YORK / GENERAL OBLIGATION BONDS FISCAL 2016 SERIES B,5,08/01/2027,118.571,1.857,"08/01/2025
@ 100","250,000",Customer sold,-
